key;russian;english;polish;german;french;italian;spanish;japanese;korean;chinese;chinese_t
steel_spearD;Подвижность -4%.;Slowdown -4%.;;;;;;;;速度 -4%;
vivern_red_spearT;Копье всадника Красной виверны;Red Wyvern Rider's Spear;;;;;;;;红飞龙骑手长矛;
vivern_red_spearD;Подвижность -5%.;Slowdown -5%.;;;;;;;;速度 -5%;
dragon_spearT;Копье Воина Дракона;Dragon Warrior's Spear;;;;;;;;龙战士矛;
dragon_spearD;Подвижность -6%.;Slowdown -6%.;;;;;;;;速度 -6%;
mithril_spearT;Мифриловая алебарда;Mithril Halberd;;;;;;;;秘银戟;
mithril_spearD;Подвижность -7%.;Slowdown -7%.;;;;;;;;速度 -7%;
ZombiespearT;;;;;;;;;;;
ZombiespearD;Подвижность -8%.;Slowdown -8%.;;;;;;;;速度 -8%;
GobllinspearT;;;;;;;;;;;
GobllinspearD;Подвижность -7.5%, Урон по нежити +5%, Урон от яда +0.3, Вампиризм +2%.;Slowdown -7.5%, Undead damage +5%, Poison damage +0.3, Vampirism +2%.;;;;;;;;速度 -7.5%, 未死亡生物伤害 +5%, 毒药伤害 +0.3, 吸血 +2%;
cultist_pikeT;Осквернитель;Defiler;;;;;;;;破坏者;
cultist_pikeD;Подвижность -7%, Урон по нежити +10%, Урон от яда +0.6, Вампиризм +4%.;Slowdown -7%, Undead damage +10%, Poison damage +0.6, Vampirism +4%.;;;;;;;;速度 -7%, 未死亡生物伤害 +10%, 毒药伤害 +0.6, 吸血 +4%;
CaveGobllinspearT;;;;;;;;;;;
CaveGobllinspearD;Подвижность -6.5%, Урон по нежити +15%, Урон от яда +0.9, Вампиризм +6%.;Slowdown -6.5%, Undead damage +15%, Poison damage +0.9, Vampirism +6%.;;;;;;;;速度 -6.5%, 未死亡生物伤害 +15%, 毒药伤害 +0.9, 吸血 +6%;
patrol_mountain_spearT;Копье воина горы;Mountain Warrior's Spear;;;;;;;;山地战士之矛;
patrol_mountain_spearD;Подвижность -6%, Урон по нежити +20%, Урон от яда +1.2, Вампиризм +8%.;Slowdown -6%, Undead damage +20%, Poison damage +1.2, Vampirism +8%.;;;;;;;;速度 -6%, 未死亡生物伤害 +20%, 毒药伤害 +1.2, 吸血 +8%;
spear_of_AthenaT;Копье Афины;Spear of Athena;;;;;;;;雅典娜之矛;
spear_of_AthenaD;Подвижность -5.5%, Урон по нежити +25%, Урон от яда +1.5, Вампиризм +10%.;Slowdown -5.5%, Undead damage +25%, Poison damage +1.5, Vampirism +10%.;;;;;;;;速度 -5.5%, 未死亡生物伤害 +25%, 毒药伤害 +1.5, 吸血 +10%;
Zombiespear2T;Алебарда прислужника темного лорда;Dark Lord Servant's halberd;;;;;;;;黑暗领主仆人之矛;
Zombiespear2D;Подвижность -5%, Урон по нежити +30%, Урон от яда +1.8, Вампиризм +12%.;Slowdown -5%, Undead damage +30%, Poison damage +1.8, Vampirism +12%.;;;;;;;;速度 -5%, 未死亡生物伤害 +30%, 毒药伤害 +1.8, 吸血 +12%;
vampire_guard_spearT;Трезубец тьмы;Trident of Darkness;;;;;;;;黑暗三叉戟;
vampire_guard_spearD;Подвижность -4.5%, Урон по нежити +35%, Урон от яда +2.1, Вампиризм +14%.;Slowdown -4.5%, Undead damage +35%, Poison damage +2.1, Vampirism +14%.;;;;;;;;速度 -4.5%, 未死亡生物伤害 +35%, 毒药伤害 +2.1, 吸血 +14%;
fishman_spearT;Шипастое копье из рыбы-пилы;Spiked Sawfish Spear;;;;;;;;尖刺锯鱼矛;
fishman_spearD;Подвижность -4%, Урон по нежити +40%, Урон от яда +2.4, Вампиризм +16%.;Slowdown -4%, Undead damage +40%, Poison damage +2.4, Vampirism +16%.;;;;;;;;速度 -4%, 未死亡生物伤害 +40%, 毒药伤害 +2.4, 吸血 +16%;
guardians_mountain_spearT;Копье стражи горы;Mountain Guardians' Spear;;;;;;;;山地守护者之矛;
guardians_mountain_spearD;Подвижность -3%, Урон по нежити +45%, Урон от яда +2.7, Вампиризм +18%.;Slowdown -3%, Undead damage +45%, Poison damage +2.7, Vampirism +18%.;;;;;;;;速度 -3%, 未死亡生物伤害 +45%, 毒药伤害 +2.7, 吸血 +18%;
paladin_spearT;Копье Паладина;Spear of the Paladin;;;;;;;;圣骑士之矛;
paladin_spearD;Подвижность -2%, Урон по нежити +50%, Урон от яда +3, Вампиризм +20%, Экстра атака - 1.1 (Злобоглаз).;Slowdown -2%, Undead damage +50%, Poison damage +3, Vampirism +20%, Extra attack - 1.1 (Beholder).;;;;;;;;速度 -2%, 未死亡生物伤害 +50%, 毒药伤害 +3, 吸血 +20%, 附加攻击 - 1.1 (眼魔);
ElvenspearT;;;;;;;;;;;
ElvenspearD;Подвижность -1%, Урон по нежити +55%, Урон от яда +3.3, Вампиризм +22%, Экстра атака - 1.2 (Злобоглаз).;Slowdown -1%, Undead damage +55%, Poison damage +3.3, Vampirism +22%, Extra attack - 1.2 (Beholder).;;;;;;;;速度 -1%, 未死亡生物伤害 +55%, 毒药伤害 +3.3, 吸血 +22%, 附加攻击 - 1.2 (眼魔);
dark_boss_spearT;Копье Владыки Тьмы;Spear of the Lord of Darkness;;;;;;;;黑暗领主之矛;
dark_boss_spearD;Подвижность -1%, Урон по нежити +60%, Урон от яда +3.6, Вампиризм +24%, Экстра атака - 1.3 (Злобоглаз).;Slowdown -1%, Undead damage +60%, Poison damage +3.6, Vampirism +24%, Extra attack - 1.3 (Beholder).;;;;;;;;速度 -1%, 未死亡生物伤害 +60%, 毒药伤害 +3.6, 吸血 +24%, 附加攻击 - 1.3 (眼魔);
big_yetti_clubT;Дубина Большого Йетти;Club of the Big Yeti;;;;;;;;大雪人击棍;
big_yetti_clubD;Подвижность -0.5%.;Slowdown -0.5%.;;;;;;;;速度 -0.5%;
BatonT;;;;;;;;;;;
BatonD;Подвижность -1%.;Slowdown -1%.;;;;;;;;速度 -1%;
ClubnailedT;Дубина с гвоздьями;Club with nails;;;;;;;;带钉子的击棍;
ClubnailedD;Подвижность -1.5%.;Slowdown -1.5%.;;;;;;;;速度 -1.5%;
RustyskeletonheavymaceT;;;;;;;;;;;
RustyskeletonheavymaceD;Подвижность -2%.;Slowdown -2%.;;;;;;;;速度 -2%;
big_skeleton_clubT;Булава скелета-разрушителя;Mace of the Skeleton Destroyer;;;;;;;;骷髅毁灭者之锤;
big_skeleton_clubD;Подвижность -2.5%.;Slowdown -2.5%.;;;;;;;;速度 -2.5%;
zombie_heavy_clubT;Боевой топор зомби-бронелома;Zombie Armor-Breaker Battle Ax;;;;;;;;僵尸破甲战斧;
zombie_heavy_clubD;Подвижность -3%.;Slowdown -3%.;;;;;;;;速度 -3%;
SteelbatonT;;;;;;;;;;;
SteelbatonD;Подвижность -3.5%.;Slowdown -3.5%.;;;;;;;;速度 -3.5%;
gargoyle_mummy_clubT;Булава реликтовой гаргульи;Mummy gargoyle mace;;;;;;;;石像鬼钉头锤;
gargoyle_mummy_clubD;Подвижность -4%.;Slowdown -4%.;;;;;;;;速度 -4%;
gold_clubT;Золотая булава;Golden mace;;;;;;;;金色狼牙棒;
gold_clubD;Подвижность -5%.;Slowdown -5%.;;;;;;;;速度 -5%;
MithrilHammerT;;;;;;;;;;;
MithrilHammerD;Подвижность -6%.;Slowdown -6%.;;;;;;;;速度 -6%;
steel_Magni_clubT;Боевой топор Магни Крюкохвата;Battle Ax of the Magni Hookcatcher;;;;;;;;铜须·蛮锤之战斧;
steel_Magni_clubD;Подвижность -7%.;Slowdown -7%.;;;;;;;;速度 -7%;
Magni_clubT;Боевой топор Магни Крюкохвата;Battle Ax of the Magni Hookcatcher;;;;;;;;铜须·蛮锤之战斧;
Magni_clubD;Подвижность -8%.;Slowdown -8%.;;;;;;;;速度 -8%;
BoneclubT;Костяная дубина;Bone club;;;;;;;;骨击棒;
BoneclubD;Подвижность -7.5%, Урон по нежити +5%, Эффект льда: шанс 0.3, урон 1, продолжительность 1.;Slowdown -7.5%, Undead damage +5%, Ice effect: chance 0.3, damage 1, duration 1.;;;;;;;;速度 -7.5%, 未死生物伤害 +5%, 冰技能效果：几率 0.3, 伤害 1, 持续时间 1;
FunnySceletonClubT;;;;;;;;;;;
FunnySceletonClubD;Подвижность -7%, Урон по нежити +5%, Эффект льда: шанс 0.3, урон 1, продолжительность 1.;Slowdown -7%, Undead damage +5%, Ice effect: chance 0.3, damage 1, duration 1.;;;;;;;;速度 -7%, 未死生物伤害 +5%, 冰技能效果：几率 0.3, 伤害 1, 持续时间 1;
monkey_king_clubT;Дубина Короля обезьян;Cudgel of the Monkey King;;;;;;;;美猴王的棍子;
monkey_king_clubD;Подвижность -6.5%, Урон по нежити +10%, Эффект льда: шанс 0.3, урон 2, продолжительность 2.;Slowdown -6.5%, Undead damage +10%, Ice effect: chance 0.3, damage 2, duration 2.;;;;;;;;速度 -6.5%, 未死亡生物伤害 +10%, 冰技能效果：几率 0.3, 害伤 2, 持续时间 2;
orc_Highland_clubT;Дубина орков из Одинокой горы;Lonely Mountain orc club;;;;;;;;孤山兽人击棒;
orc_Highland_clubD;Подвижность -6%, Урон по нежити +15%, Эффект льда: шанс 0.3, урон 3, продолжительность 3.;Slowdown -6%, Undead damage +15%, Ice effect: chance 0.3, damage 3, duration 3.;;;;;;;;速度 -6%, 未死亡生物伤害 +15%, 冰技能效果：几率 0.3, 害伤 3, 持续时间 3;
patrol_mountain_stone_clubT;Боевой топор воина горы;Mountain Warrior Battle Ax;;;;;;;;山地战士战斧;
patrol_mountain_stone_clubD;Подвижность -5.5%, Урон по нежити +20%, Эффект льда: шанс 0.4, урон 4, продолжительность 4.;Slowdown -5.5%, Undead damage +20%, Ice effect: chance 0.4, damage 4, duration 4.;;;;;;;;速度 -5.5%, 未死亡生物伤害 +20%, 冰技能效果：几率 0.4, 害伤 4, 持续时间 4;
patrol_mountain_gold_clubT;Боевой топор воина горы;Mountain Warrior Battle Ax;;;;;;;;山地战士战斧;
patrol_mountain_gold_clubD;Подвижность -5%, Урон по нежити +20%, Эффект льда: шанс 0.4, урон 4, продолжительность 4.;Slowdown -5%, Undead damage +20%, Ice effect: chance 0.4, damage 4, duration 4.;;;;;;;;速度 -5%, 未死亡生物伤害 +20%, 冰技能效果：几率 0.4, 害伤 4, 持续时间 4;
RustyskeletonmaceT;;;;;;;;;;;
RustyskeletonmaceD;Подвижность -4.5%, Урон по нежити +25%, Эффект льда: шанс 0.4, урон 5, продолжительность 5.;Slowdown -4.5%, Undead damage +25%, Ice effect: chance 0.4, damage 5, duration 5.;;;;;;;;速度 -4.5%, 未死亡生物伤害 +25%, 冰技能效果：几率 0.4, 害伤 5, 持续时间 5;
troll_Highland_clubT;Дубина тролля Одинокой горы;Mace of the Lonely Mountain Troll;;;;;;;;孤山巨魔之锤;
troll_Highland_clubD;Подвижность -4%, Урон по нежити +30%, Эффект льда: шанс 0.4, урон 6, продолжительность 6.;Slowdown -4%, Undead damage +30%, Ice effect: chance 0.4, damage 6, duration 6.;;;;;;;;速度 -4%, 未死亡生物伤害 +30%, 冰技能效果：几率 0.4, 害伤 6, 持续时间 6;
gargoyle_clubT;Булава гаргульи;Mace of the gargoyle;;;;;;;;石像鬼之锤;
gargoyle_clubD;Подвижность -3.5%, Урон по нежити +35%, Эффект льда: шанс 0.5, урон 7, продолжительность 7.;Slowdown -3.5%, Undead damage +35%, Ice effect: chance 0.5, damage 7, duration 7.;;;;;;;;速度 -3.5%, 未死亡生物伤害 +35%, 冰技能效果：几率 0.5, 害伤 7, 持续时间 7;
fishman_clubT;Дубина из морского чудовища;Club of the sea monster;;;;;;;;海怪击棒;
fishman_clubD;Подвижность -3%, Урон по нежити +40%, Эффект льда: шанс 0.5, урон 8, продолжительность 8.;Slowdown -3%, Undead damage +40%, Ice effect: chance 0.5, damage 8, duration 8.;;;;;;;;速度 -3%, 未死亡生物伤害 +40%, 冰技能效果：几率 0.5, 害伤 8, 持续时间 8;
weapon_guardians_mountain_brokenT;;;;;;;;;;;
weapon_guardians_mountain_brokenD;Подвижность -2.5%, Урон по нежити +45%, Эффект льда: шанс 0.5, урон 9, продолжительность 9.;Slowdown -2.5%, Undead damage +45%, Ice effect: chance 0.5, damage 9, duration 9.;;;;;;;;速度 -2.5%, 未死亡生物伤害 +45%, 冰技能效果：几率 0.5, 害伤 9, 持续时间 9;
weapon_guardians_mountainT;;;;;;;;;;;
weapon_guardians_mountainD;Подвижность -2%, Урон по нежити +45%, Эффект льда: шанс 0.5, урон 9, продолжительность 9.;Slowdown -2%, Undead damage +45%, Ice effect: chance 0.5, damage 9, duration 9.;;;;;;;;速度 -2%, 未死亡生物伤害 +45%, 冰技能效果：几率 0.5, 害伤 9, 持续时间 9;
club_guardians_mountain_improvedT;Молот стражи горы;Mountain Guardians' Hammer;;;;;;;;山地守护者 Hammer;
club_guardians_mountain_improvedD;Подвижность -1.5%, Урон по нежити +45%, Эффект льда: шанс 0.5, урон 9, продолжительность 9.;Slowdown -1.5%, Undead damage +45%, Ice effect: chance 0.5, damage 9, duration 9.;;;;;;;;速度 -1.5%, 未死亡生物伤害 +45%, 冰技能效果：几率 0.5, 害伤 9, 持续时间 9;
paladin_clubT;Молот Паладина;Hammer of the Paladin;;;;;;;;圣骑士之锤;
paladin_clubD;Подвижность -1%, Урон по нежити +50%, Эффект льда: шанс 0.6, урон 10, продолжительность 10, Экстра атака - 1.1 (Гигант-метатель).;Slowdown -1%, Undead damage +50%, Ice effect: chance 0.6, damage 10, duration 10, Extra attack - 1.1 (Giant Thrower).;;;;;;;;速度 -1%, 未死生物伤害 +50%, 冰技能效果：几率 0.6, 伤害 10, 持续时间 10, 附加攻击 - 1.1 (巨人投掷者).;
stoneheart_clubT;Молот гнома Каменное сердце;Hammer of the Dwarf Heart of Stone;;;;;;;;矮人石心之锤;
stoneheart_clubD;Подвижность -0.5%, Урон по нежити +55%, Эффект льда: шанс 0.6, урон 11, продолжительность 11, Экстра атака - 1.2 (Гигант-метатель).;Slowdown -0.5%, Undead damage +55%, Ice effect: chance 0.6, damage 11, duration 11, Extra attack - 1.2 (Giant Thrower).;;;;;;;;速度 -0.5%, 未死生物伤害 +55%, 冰技能效果：几率 0.6, 伤害 11, 持续时间 11, 附加攻击 - 1.2 (巨人投掷者).;
BeatlePoisonousClubT;;;;;;;;;;;
BeatlePoisonousClubD;Подвижность 0%, Урон по нежити +60%, Эффект льда: шанс 0.6, урон 12, продолжительность 12, Экстра атака - 1.3 (Гигант-метатель).;Slowdown 0%, Undead damage +60%, Ice effect: chance 0.6, damage 12, duration 12, Extra attack - 1.3 (Giant Thrower).;;;;;;;;速度 -0%, 未死生物伤害 +60%, 冰技能效果：几率 0.6, 伤害 12, 持续时间 12, 附加攻击 - 1.1 (巨人投掷者).;
Demetra_bowT;Лук Деметры;Bow of Demetra;;;;;;;;大地女神之弓;
Demetra_bowD;Подвижность -0.5%, Количество стрел: 1, Разновидность стрел: Обычные стрелы.;Slowdown -0.5%, Amount of arrows: 1, Variety of arrows: Simple Arrows.;;;;;;;;速度 -0.5%, 箭矢数量: 1, 箭矢类型:简单箭矢;
WoodenbowT;;;;;;;;;;;
WoodenbowD;Подвижность -1%, Количество стрел: 1, Разновидность стрел: Обычные стрелы.;Slowdown -1%, Amount of arrows: 1, Variety of arrows: Simple Arrows.;;;;;;;;速度 -1%, 箭矢数量: 1, 箭矢类型:简单箭矢;
FrostlingbowT;;;;;;;;;;;
FrostlingbowD;Подвижность -1.5%, Количество стрел: 1, Разновидность стрел: Обычные стрелы.;Slowdown -1.5%, Amount of arrows: 1, Variety of arrows: Simple Arrows.;;;;;;;;速度 -1.5%, 箭矢数量: 1, 箭矢类型:简单箭矢;
skeleton_bowT;Лук проклятого скелета;Cursed skeleton bow;;;;;;;;被诅咒的骷髅弓;
skeleton_bowD;Подвижность -2%, Количество стрел: 1, Разновидность стрел: Обычные стрелы.;Slowdown -2%, Amount of arrows: 1, Variety of arrows: Simple Arrows.;;;;;;;;速度 -2%, 箭矢数量: 1, 箭矢类型:简单箭矢;
zombie_bowT;Лук зомби;Zombie Bow;;;;;;;;僵尸弓;
zombie_bowD;Подвижность -3%, Количество стрел: 1, Разновидность стрел: Обычные стрелы.;Slowdown -3%, Amount of arrows: 1, Variety of arrows: Simple Arrows.;;;;;;;;速度 -3%, 箭矢数量: 1, 箭矢类型:简单箭矢;
LongbowT;;;;;;;;;;;
LongbowD;Подвижность -4%, Количество стрел: 2, Разновидность стрел: Обычные стрелы, Огненные стрелы.;Slowdown -4%, Amount of arrows: 2, Variety of arrows: Simple Arrows, Fire Arrows.;;;;;;;;速度 -4%, 箭矢数量: 2, 箭矢类型:简单箭矢, 火焰箭矢;
thunderbolt_bowT;;;;;;;;;;;
thunderbolt_bowD;Подвижность -5%, Количество стрел: 2, Разновидность стрел: Обычные стрелы, Огненные стрелы.;Slowdown -5%, Amount of arrows: 2, Variety of arrows: Simple Arrows, Fire Arrows.;;;;;;;;速度 -5%, 箭矢数量: 2, 箭矢类型:简单箭矢, 火焰箭矢;
dragon_bowT;Лук Воина Дракона;Dragon Warrior's Bow;;;;;;;;龙战士之弓;
dragon_bowD;Подвижность -6%, Количество стрел: 2, Разновидность стрел: Обычные стрелы, Огненные стрелы.;Slowdown -6%, Amount of arrows: 2, Variety of arrows: Simple Arrows, Fire Arrows.;;;;;;;;速度 -6%, 箭矢数量: 2, 箭矢类型:简单箭矢, 火焰箭矢;
HeavybowT;;;;;;;;;;;
HeavybowD;Подвижность -7%, Количество стрел: 2, Разновидность стрел: Обычные стрелы, Огненные стрелы.;Slowdown -7%, Amount of arrows: 2, Variety of arrows: Simple Arrows, Fire Arrows.;;;;;;;;速度 -7%, 箭矢数量: 2, 箭矢类型:简单箭矢, 火焰箭矢;
dark_bowT;Лук темного мага;Dark Mage's bow;;;;;;;;黑暗法师之弓;
dark_bowD;Подвижность -8%, Количество стрел: 2,Разновидность стрел: Обычные стрелы, Огненные стрелы.;Slowdown -8%, Amount of arrows: 2, Variety of arrows: Simple Arrows, Fire Arrows.;;;;;;;;速度 -8%, 箭矢数量: 2, 箭矢类型:简单箭矢, 火焰箭矢;
orc_skeleton_bowT;Костяной лук;Bone bow;;;;;;;;骨弓;
orc_skeleton_bowD;Подвижность -7.5%, Количество стрел: 3, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы.;Slowdown -7.5%, Amount of arrows: 3, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows.;;;;;;;;速度 -7.5%, 箭矢数量: 3, 箭矢类型:简单箭矢, 火焰箭矢, 银箭;
cultist_bowT;Каратель;Punisher;;;;;;;;惩罚者;
cultist_bowD;Подвижность -7%, Количество стрел: 3, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы.;Slowdown -7%, Amount of arrows: 3, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows.;;;;;;;;速度 -7%, 箭矢数量: 3, 箭矢类型:简单箭矢, 火焰箭矢, 银箭;
cave_goblin_bowT;;;;;;;;;;;
cave_goblin_bowD;Подвижность -6.5%, Количество стрел: 3, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы.;Slowdown -6.5%, Amount of arrows: 3, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows.;;;;;;;;速度 -6.5%, 箭矢数量: 3, 箭矢类型:简单箭矢, 火焰箭矢, 银箭;
bow_patrol_mountain_brokenT;;;;;;;;;;;
bow_patrol_mountain_brokenD;Подвижность -6%, Количество стрел: 3, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы.;Slowdown -6%, Amount of arrows: 3, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows.;;;;;;;;速度 -6%, 箭矢数量: 3, 箭矢类型:简单箭矢, 火焰箭矢, 银箭;
bow_patrol_mountainT;;;;;;;;;;;
bow_patrol_mountainD;Подвижность -5.5%, Количество стрел: 3, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы.;Slowdown -5.5%, Amount of arrows: 3, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows.;;;;;;;;速度 -5.5%, 箭矢数量: 3, 箭矢类型:简单箭矢, 火焰箭矢, 银箭;
vivern_red_bowT;Лук всадника Красной виверны;Red wyvern rider's bow;;;;;;;;红色飞龙骑手之弓;
vivern_red_bowD;Подвижность -5%, Количество стрел: 4, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы.;Slowdown -5%, Amount of arrows: 4, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows.;;;;;;;;速度 -5%, 箭矢数量: 4, 箭矢类型:简单箭矢, 火焰箭矢, 银箭;
orc_Highland_bow_oneT;Лук орков Одинокой горы;Bow of the Orcs of the Lonely Mountain;;;;;;;;孤山兽人之弓;
orc_Highland_bow_oneD;Подвижность -4.5%, Количество стрел: 4, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы, Отравленные стрелы, Заряды “Шаровая молния”.;Slowdown -4.5%, Amount of arrows: 4, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows, Poison Arrows, Lightning Ball Cartridge.;;;;;;;;速度 -4.5%, 箭矢数量: 4, 箭矢类型:简单箭矢, 火焰箭矢, 毒箭,闪电球形弹筒;
green_goblin_bowT;Лук обращенного гоблина;Converted goblin's bow;;;;;;;;改造哥布林弓;
green_goblin_bowD;Подвижность -4%, Количество стрел: 4, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы, Отравленные стрелы, Заряды “Шаровая молния”.;Slowdown -4%, Amount of arrows: 4, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows, Poison Arrows, Lightning Ball Cartridge.;;;;;;;;速度 -4%, 箭矢数量: 4, 箭矢类型:简单箭矢, 火焰箭矢, 毒箭,闪电球形弹筒;
fishman_bowT;Лук из морепродуктов;Bow of the seafood;;;;;;;;海鲜之弓;
fishman_bowD;Подвижность -3.5%, Количество стрел: 4, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы, Отравленные стрелы, Заряды “Шаровая молния”.;Slowdown -3.5%, Amount of arrows: 4, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows, Poison Arrows, Lightning Ball Cartridge.;;;;;;;;速度 -3.5%, 箭矢数量: 4, 箭矢类型:简单箭矢, 火焰箭矢, 毒箭,闪电球形弹筒;
bow_guardians_mountain_improvedT;Лук стражи горы;Mountain Guardians' Bow;;;;;;;;山地守护者之弓;
bow_guardians_mountain_improvedD;Подвижность -3%, Количество стрел: 5, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы, Отравленные стрелы, Заряды “Шаровая молния”.;Slowdown -3%, Amount of arrows: 5, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows, Poison Arrows, Lightning Ball Cartridge.;;;;;;;;速度 -3%, 箭矢数量: 5, 箭矢类型:简单箭矢, 火焰箭矢, 毒箭,闪电球形弹筒;
orc_Highland_bow_twoT;Лук орков Одинокой горы;Bow of the Orcs of the Lonely Mountain;;;;;;;;孤山兽人之弓;
orc_Highland_bow_twoD;Подвижность -2%, Количество стрел: 5, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы, Отравленные стрелы, Заряды “Шаровая молния”.;Slowdown -2%, Amount of arrows: 5, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows, Poison Arrows, Lightning Ball Cartridge.;;;;;;;;速度 -2%, 箭矢数量: 5, 箭矢类型:简单箭矢, 火焰箭矢, 毒箭,闪电球形弹筒;
ElvenbowT;;;;;;;;;;;
ElvenbowD;Подвижность -1%, Количество стрел: 5, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы, Отравленные стрелы, Заряды “Шаровая молния”.;Slowdown -1%, Amount of arrows: 5, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows, Poison Arrows, Lightning Ball Cartridge.;;;;;;;;速度 -1%, 箭矢数量: 5, 箭矢类型:简单箭矢, 火焰箭矢, 毒箭,闪电球形弹筒;
orc_Highland_bow_threeT;Лук орков Одинокой горы;Bow of the Orcs of the Lonely Mountain;;;;;;;;孤山兽人之弓;
orc_Highland_bow_threeD;Подвижность 0%, Количество стрел: 5, Разновидность стрел: Обычные стрелы, Огненные стрелы, Серебряные стрелы, Отравленные стрелы, Заряды “Шаровая молния”.;Slowdown 0%, Amount of arrows: 5, Variety of arrows: Simple Arrows, Fire Arrows, Silver Arrows, Poison Arrows, Lightning Ball Cartridge.;;;;;;;;速度 -0%, 箭矢数量: 5, 箭矢类型:简单箭矢, 火焰箭矢, 毒箭,闪电球形弹筒;
PistolT;;;;;;;;;;;
PistolD;;;;;;;;;;;
RifleT;;;;;;;;;;;
RifleD;;;;;;;;;;;
DragonCannonT;;;;;;;;;;;
DragonCannonD;;;;;;;;;;;
mithril_big_gunT;;;;;;;;;;;
mithril_big_gunD;;;;;;;;;;;
cultist_pistolT;;;;;;;;;;;
cultist_pistolD;;;;;;;;;;;
tick_staffT;;;;;;;;;;;
tick_staffD;Подвижность -0.5%, Количество целей одновременно: 1, Время перезарядки: 7.;Slowdown -0.5%, Amount of targets at the same time: 1, Recharge time: 7.;;;;;;;;速度 -0.5%, 同时目标数量: 1, 填充时间：7;
wood_staffT;Деревянный посох;Wooden staff;;;;;;;;木制法杖;
wood_staffD;Подвижность -1%, Количество целей одновременно: 1, Время перезарядки: 7.;Slowdown -1%, Amount of targets at the same time: 1, Recharge time: 7.;;;;;;;;速度 -1%, 同时目标数量: 1, 填充时间：7;
WoodenstaffT;;;;;;;;;;;
WoodenstaffD;Подвижность -1.5%, Количество целей одновременно: 1, Время перезарядки: 7.;Slowdown -1.5%, Amount of targets at the same time: 1, Recharge time: 7.;;;;;;;;速度 -1.5%, 同时目标数量: 1, 填充时间：7;
mine_staffT;Посох из Мрачного леса;Staff of the Darkwood;;;;;;;;黑木法杖;
mine_staffD;Подвижность -2%, Количество целей одновременно: 1, Время перезарядки: 6.;Slowdown -2%, Amount of targets at the same time: 1, Recharge time: 6.;;;;;;;;速度 -2%, 同时目标数量: 1, 填充时间：6;
stone_staffT;Посох каменнной гаргульи;Staff of the stone gargoyle;;;;;;;;石像鬼法杖;
stone_staffD;Подвижность -2.5%, Количество целей одновременно: 1, Время перезарядки: 6.;Slowdown -2.5%, Amount of targets at the same time: 1, Recharge time: 6.;;;;;;;;速度 -2.5%, 同时目标数量: 1, 填充时间：6;
iron_staffT;;;;;;;;;;;
iron_staffD;Подвижность -3%, Количество целей одновременно: 2, Время перезарядки: 6, Использование элексиров: Эликсир здоровья.;Slowdown -3%, Amount of targets at the same time: 2, Recharge time: 6, Use of elixirs: Health Elixir.;;;;;;;;速度 -3%, 同时目标数量: 2, 填充时间：6, 药剂使用：生命药剂;
dark_elfs_staff_twoT;Посох темного эльфа;Dark Elf Staff;;;;;;;;暗黑精灵法杖;
dark_elfs_staff_twoD;Подвижность -4%, Количество целей одновременно: 2, Время перезарядки: 5, Использование элексиров: Эликсир здоровья.;Slowdown -4%, Amount of targets at the same time: 2, Recharge time: 5, Use of elixirs: Health Elixir.;;;;;;;;速度 -4%, 同时目标数量: 2, 填充时间：5, 药剂使用：生命药剂;
WizardsstaffT;;;;;;;;;;;
WizardsstaffD;Подвижность -5%, Количество целей одновременно: 2, Время перезарядки: 5, Использование элексиров: Эликсир здоровья.;Slowdown -5%, Amount of targets at the same time: 2, Recharge time: 5, Use of elixirs: Health Elixir.;;;;;;;;速度 -5%, 同时目标数量: 2, 填充时间：5, 药剂使用：生命药剂;
dragon_mage_staffT;Посох Воина Дракона;Staff of the Dragon Warrior's;;;;;;;;龙战士法杖;
